time_stamp;LENGTH;MISSING_BEFORE;MISSING_AFTER
2022-03-25 00:00:00;;;
2022-03-25 01:00:00;;;
2022-03-25 02:00:00;;;
2022-03-25 03:00:00;;;
2022-03-25 04:00:00;;;
2022-03-25 05:00:00;;;
2022-03-25 06:00:00;;;
2022-03-25 07:00:00;;;
2022-03-25 08:00:00;;;
2022-03-25 09:00:00;;;
2022-03-25 10:00:00;;;
2022-03-25 11:00:00;;;
2022-03-25 12:00:00;;;
2022-03-25 13:00:00;;;
2022-03-25 14:00:00;;;
2022-03-25 15:00:00;;;
2022-03-25 16:00:00;;;
2022-03-25 17:00:00;;;
2022-03-25 18:00:00;;;
2022-03-25 19:00:00;;;
2022-03-25 20:00:00;;;
2022-03-25 21:00:00;;;
2022-03-25 22:00:00;;;
2022-03-25 23:00:00;;;
2022-03-26 00:00:00;;;
2022-03-26 01:00:00;;;
2022-03-26 02:00:00;;;
2022-03-26 03:00:00;;;
2022-03-26 04:00:00;;;
2022-03-26 05:00:00;;;
2022-03-26 06:00:00;;;
2022-03-26 07:00:00;;;
2022-03-26 08:00:00;;;
2022-03-26 09:00:00;;;
2022-03-26 10:00:00;;;
2022-03-26 11:00:00;;;
2022-03-26 12:00:00;;;
2022-03-26 13:00:00;;;
2022-03-26 14:00:00;;;
2022-03-26 15:00:00;;;
2022-03-26 16:00:00;;;
2022-03-26 17:00:00;;;
2022-03-26 18:00:00;;;
2022-03-26 19:00:00;;;
2022-03-26 20:00:00;;;
2022-03-26 21:00:00;;;
2022-03-26 22:00:00;;;
2022-03-26 23:00:00;;;
2022-03-27 00:00:00;;;
2022-03-27 01:00:00;;;
2022-03-27 02:00:00;;;
2022-03-27 03:00:00;;;
2022-06-23 08:00:00;;;
2022-06-23 09:00:00;;;
2022-11-05 07:00:00;;;
2022-11-05 08:00:00;;;
2022-11-05 09:00:00;;;
2022-11-05 10:00:00;;;
2022-11-05 11:00:00;;;
2022-11-12 09:00:00;;;
2022-11-12 10:00:00;;;
2022-11-12 11:00:00;;;
2022-12-21 10:00:00;;;
2022-12-21 11:00:00;;;
2022-12-23 22:00:00;;;
2022-12-23 23:00:00;;;
2022-12-24 00:00:00;;;
2022-12-24 01:00:00;;;
2022-12-24 02:00:00;;;
2022-12-24 03:00:00;;;
2022-12-24 04:00:00;;;
2022-12-24 05:00:00;;;
2022-12-24 06:00:00;;;
2022-12-24 07:00:00;;;
2022-12-24 08:00:00;;;
2022-12-24 09:00:00;;;
2022-12-24 10:00:00;;;
2022-12-24 11:00:00;;;
2022-12-24 12:00:00;;;
2022-12-24 13:00:00;;;
2022-12-24 14:00:00;;;
2022-12-24 15:00:00;;;
2022-12-24 16:00:00;;;
2022-12-24 17:00:00;;;
2022-12-24 18:00:00;;;
2022-12-24 19:00:00;;;
2022-12-24 20:00:00;;;
2022-12-24 21:00:00;;;
2022-12-24 22:00:00;;;
2022-12-24 23:00:00;;;
2022-12-25 00:00:00;;;
2022-12-25 01:00:00;;;
2022-12-25 02:00:00;;;
2023-01-22 12:00:00;;;
2023-01-22 13:00:00;;;
2023-01-22 14:00:00;;;
2023-01-22 15:00:00;;;
2023-01-22 16:00:00;;;
2023-01-22 17:00:00;;;
2023-01-22 18:00:00;;;
2023-01-22 19:00:00;;;
2023-01-22 20:00:00;;;
2023-01-22 21:00:00;;;
2023-01-22 22:00:00;;;
2023-01-22 23:00:00;;;
2023-01-23 00:00:00;;;
2023-01-23 01:00:00;;;
2023-01-23 02:00:00;;;
2023-01-23 03:00:00;;;
2023-01-23 04:00:00;;;
2023-01-23 05:00:00;;;
2023-01-23 06:00:00;;;
2023-01-23 07:00:00;;;
2023-01-23 08:00:00;;;
2023-01-23 09:00:00;;;
2023-01-23 10:00:00;;;
2023-01-23 11:00:00;;;
2023-01-23 12:00:00;;;
2023-01-23 13:00:00;;;
2023-01-23 14:00:00;;;
2023-01-23 15:00:00;;;
2023-06-03 16:00:00;;;
2023-06-27 20:00:00;;;
2023-06-27 21:00:00;;;
2023-06-27 22:00:00;;;
2023-06-27 23:00:00;;;
2023-06-28 00:00:00;;;
2023-06-28 01:00:00;;;
2023-06-28 02:00:00;;;
2023-06-28 03:00:00;;;
2023-06-28 04:00:00;;;
2023-06-28 05:00:00;;;
2023-06-28 06:00:00;;;
2023-06-28 07:00:00;;;
2023-06-28 08:00:00;;;
2023-06-28 09:00:00;;;
2023-06-28 10:00:00;;;
2023-06-28 11:00:00;;;
2023-06-28 12:00:00;;;
2023-06-28 13:00:00;;;
2023-06-28 14:00:00;;;
2023-06-28 15:00:00;;;
2023-06-28 16:00:00;;;
2023-06-28 17:00:00;;;
2023-06-28 18:00:00;;;
2023-06-28 19:00:00;;;
2023-06-28 20:00:00;;;
2023-06-28 21:00:00;;;
2023-12-02 08:00:00;;;
2023-12-02 09:00:00;;;
2024-03-21 16:00:00;;;
